EVOLVED,PARTYID,EMAILHR,EMAILMIN
NA,"IND,NEAR DEM",3,0
NA,INDEPENDENT,NA,NA
NA,STRONG DEMOCRAT,NA,NA
NA,"IND,NEAR REP",4,0
NA,STRONG REPUBLICAN,4,0
NA,INDEPENDENT,2,0
NA,NOT STR DEMOCRAT,0,30
NA,INDEPENDENT,NA,NA
NA,INDEPENDENT,NA,NA
NA,NOT STR DEMOCRAT,1,0
NA,NOT STR DEMOCRAT,NA,NA
NA,"IND,NEAR DEM",NA,NA
NA,INDEPENDENT,40,0
True,NOT STR DEMOCRAT,2,0
NA,"IND,NEAR DEM",3,0
NA,STRONG DEMOCRAT,NA,NA
NA,INDEPENDENT,NA,NA
NA,STRONG DEMOCRAT,0,0
True,"IND,NEAR REP",20,0
NA,NOT STR REPUBLICAN,0,50
NA,STRONG DEMOCRAT,NA,NA
False,"IND,NEAR REP",4,0
True,INDEPENDENT,0,10
False,NOT STR REPUBLICAN,0,30
NA,INDEPENDENT,NA,NA
False,"IND,NEAR REP",7,0
NA,"IND,NEAR REP",0,30
NA,NOT STR DEMOCRAT,2,0
NA,NOT STR DEMOCRAT,4,0
NA,"IND,NEAR DEM",6,0
NA,"IND,NEAR REP",1,0
NA,INDEPENDENT,NA,NA
False,NOT STR DEMOCRAT,30,0
NA,STRONG REPUBLICAN,1,0
NA,STRONG REPUBLICAN,NA,NA
NA,NOT STR DEMOCRAT,NA,NA
NA,NOT STR REPUBLICAN,NA,NA
NA,STRONG REPUBLICAN,NA,NA
NA,NOT STR DEMOCRAT,NA,NA
NA,STRONG DEMOCRAT,3,0
NA,"IND,NEAR REP",NA,NA
NA,"IND,NEAR DEM",NA,NA
True,NOT STR DEMOCRAT,1,0
NA,"IND,NEAR REP",10,0
NA,STRONG REPUBLICAN,NA,NA
True,INDEPENDENT,30,0
NA,"IND,NEAR REP",1,0
NA,INDEPENDENT,2,0
NA,INDEPENDENT,NA,NA
False,INDEPENDENT,0,0
True,NOT STR DEMOCRAT,1,0
NA,NOT STR REPUBLICAN,NA,NA
NA,"IND,NEAR REP",4,0
NA,STRONG DEMOCRAT,NA,NA
NA,NOT STR REPUBLICAN,2,0
True,"IND,NEAR REP",5,0
NA,STRONG REPUBLICAN,4,0
NA,"IND,NEAR DEM",NA,NA
NA,INDEPENDENT,50,0
NA,STRONG REPUBLICAN,NA,NA
True,NOT STR REPUBLICAN,25,0
NA,NOT STR REPUBLICAN,60,0
NA,NOT STR REPUBLICAN,NA,NA
NA,STRONG REPUBLICAN,NA,NA
NA,"IND,NEAR REP",2,0
True,NOT STR REPUBLICAN,1,0
NA,STRONG REPUBLICAN,NA,NA
NA,"IND,NEAR REP",NA,NA
NA,OTHER PARTY,15,0
NA,INDEPENDENT,100,0
NA,NOT STR DEMOCRAT,NA,NA
NA,"IND,NEAR DEM",20,0
NA,STRONG DEMOCRAT,NA,NA
NA,NOT STR REPUBLICAN,0,0
True,NOT STR DEMOCRAT,20,0
NA,NOT STR REPUBLICAN,NA,NA
False,"IND,NEAR REP",0,30
NA,"IND,NEAR REP",NA,NA
NA,NOT STR DEMOCRAT,0,0
False,STRONG REPUBLICAN,10,0
NA,NOT STR REPUBLICAN,0,0
NA,"IND,NEAR DEM",NA,NA
NA,STRONG DEMOCRAT,NA,NA
NA,INDEPENDENT,0,20
NA,STRONG DEMOCRAT,1,0
True,INDEPENDENT,0,0
NA,NOT STR DEMOCRAT,20,0
NA,NA,NA,NA
NA,STRONG REPUBLICAN,NA,NA
True,NOT STR DEMOCRAT,5,0
False,STRONG REPUBLICAN,NA,NA
NA,NOT STR DEMOCRAT,NA,NA
NA,INDEPENDENT,NA,NA
NA,"IND,NEAR REP",NA,NA
NA,STRONG DEMOCRAT,1,0
NA,INDEPENDENT,NA,NA
True,"IND,NEAR REP",0,0
NA,NOT STR REPUBLICAN,NA,NA
NA,STRONG DEMOCRAT,0,30
True,NOT STR DEMOCRAT,10,0
True,"IND,NEAR DEM",0,0
NA,"IND,NEAR REP",NA,NA
NA,NOT STR DEMOCRAT,0,30
NA,INDEPENDENT,0,10
NA,INDEPENDENT,1,0
False,NOT STR DEMOCRAT,21,0
NA,NOT STR DEMOCRAT,NA,NA
True,NOT STR REPUBLICAN,3,0
NA,INDEPENDENT,NA,NA
NA,INDEPENDENT,0,0
NA,NOT STR DEMOCRAT,NA,NA
NA,INDEPENDENT,1,0
NA,NOT STR DEMOCRAT,25,0
NA,INDEPENDENT,NA,NA
True,OTHER PARTY,5,0
NA,STRONG DEMOCRAT,2,0
True,NOT STR DEMOCRAT,1,0
NA,STRONG DEMOCRAT,3,0
NA,"IND,NEAR DEM",NA,NA
NA,NOT STR DEMOCRAT,1,0
False,OTHER PARTY,0,30
NA,NA,5,0
NA,STRONG REPUBLICAN,NA,NA
True,INDEPENDENT,1,0
NA,STRONG REPUBLICAN,NA,NA
NA,INDEPENDENT,1,0
True,"IND,NEAR REP",0,0
True,NOT STR DEMOCRAT,1,0
NA,STRONG DEMOCRAT,NA,NA
NA,"IND,NEAR DEM",NA,NA
True,INDEPENDENT,48,0
NA,"IND,NEAR DEM",0,30
NA,NOT STR REPUBLICAN,NA,NA
NA,OTHER PARTY,NA,NA
NA,STRONG DEMOCRAT,30,0
NA,NOT STR DEMOCRAT,5,0
NA,STRONG DEMOCRAT,NA,NA
NA,STRONG REPUBLICAN,20,0
NA,STRONG DEMOCRAT,NA,NA
NA,INDEPENDENT,0,0
NA,OTHER PARTY,2,0
NA,STRONG REPUBLICAN,0,0
False,"IND,NEAR REP",0,5
True,STRONG DEMOCRAT,5,0
NA,NOT STR REPUBLICAN,1,0
NA,OTHER PARTY,NA,NA
True,NOT STR REPUBLICAN,0,30
NA,NOT STR DEMOCRAT,NA,NA
NA,"IND,NEAR REP",3,0
NA,STRONG DEMOCRAT,1,0
NA,NOT STR DEMOCRAT,NA,NA
NA,NOT STR DEMOCRAT,NA,NA
NA,STRONG DEMOCRAT,NA,NA
NA,"IND,NEAR DEM",3,0
True,"IND,NEAR DEM",2,0
NA,NOT STR REPUBLICAN,1,0
NA,STRONG REPUBLICAN,0,30
NA,OTHER PARTY,NA,NA
NA,OTHER PARTY,0,0
True,NA,1,0
NA,"IND,NEAR REP",0,15
True,OTHER PARTY,10,0
NA,"IND,NEAR REP",0,0
NA,NOT STR REPUBLICAN,NA,NA
NA,NOT STR REPUBLICAN,20,0
NA,INDEPENDENT,NA,NA
False,"IND,NEAR DEM",0,30
NA,"IND,NEAR REP",0,30
NA,"IND,NEAR REP",NA,NA
NA,NOT STR REPUBLICAN,4,0
NA,STRONG DEMOCRAT,NA,NA
NA,NOT STR DEMOCRAT,4,0
True,"IND,NEAR REP",NA,NA
NA,"IND,NEAR REP",6,0
NA,NOT STR DEMOCRAT,NA,NA
True,OTHER PARTY,1,0
NA,NOT STR DEMOCRAT,NA,NA
True,"IND,NEAR DEM",NA,NA
NA,OTHER PARTY,10,0
NA,"IND,NEAR DEM",NA,NA
NA,NOT STR DEMOCRAT,1,30
NA,NOT STR DEMOCRAT,NA,NA
True,NOT STR DEMOCRAT,2,0
True,NOT STR DEMOCRAT,20,0
NA,STRONG DEMOCRAT,25,0
NA,INDEPENDENT,1,0
NA,NOT STR REPUBLICAN,NA,NA
True,NOT STR DEMOCRAT,4,0
NA,OTHER PARTY,2,0
True,STRONG DEMOCRAT,NA,NA
NA,"IND,NEAR REP",NA,NA
False,NOT STR REPUBLICAN,NA,NA
NA,STRONG REPUBLICAN,NA,NA
NA,INDEPENDENT,2,0
NA,STRONG DEMOCRAT,NA,NA
True,INDEPENDENT,0,30
NA,"IND,NEAR DEM",NA,NA
NA,"IND,NEAR REP",NA,NA
NA,"IND,NEAR REP",0,0
NA,NOT STR DEMOCRAT,NA,NA
NA,NOT STR DEMOCRAT,NA,NA
False,INDEPENDENT,NA,NA
NA,STRONG REPUBLICAN,10,0
NA,"IND,NEAR DEM",NA,NA
NA,"IND,NEAR REP",0,5
False,"IND,NEAR REP",1,0
NA,STRONG REPUBLICAN,0,30
NA,NOT STR DEMOCRAT,3,0
NA,STRONG DEMOCRAT,NA,NA
NA,NOT STR DEMOCRAT,0,5
True,NOT STR DEMOCRAT,0,0
NA,NOT STR REPUBLICAN,0,10
NA,INDEPENDENT,NA,NA
NA,"IND,NEAR DEM",0,15
True,"IND,NEAR DEM",NA,NA
NA,INDEPENDENT,NA,NA
NA,"IND,NEAR DEM",0,0
NA,"IND,NEAR DEM",NA,NA
NA,STRONG DEMOCRAT,0,15
True,NOT STR DEMOCRAT,2,0
NA,STRONG REPUBLICAN,NA,NA
True,STRONG REPUBLICAN,0,5
NA,"IND,NEAR REP",0,0
NA,"IND,NEAR REP",NA,NA
NA,NOT STR REPUBLICAN,0,20
NA,"IND,NEAR REP",NA,NA
True,NOT STR DEMOCRAT,42,0
NA,INDEPENDENT,NA,NA
True,INDEPENDENT,0,0
NA,"IND,NEAR REP",10,0
NA,NOT STR DEMOCRAT,NA,NA
False,NOT STR REPUBLICAN,0,2
NA,"IND,NEAR REP",50,0
NA,INDEPENDENT,20,0
NA,NOT STR REPUBLICAN,NA,NA
False,NOT STR REPUBLICAN,5,0
True,"IND,NEAR DEM",1,0
NA,NOT STR REPUBLICAN,0,0
NA,INDEPENDENT,7,0
False,"IND,NEAR REP",0,20
NA,NOT STR DEMOCRAT,NA,NA
NA,STRONG REPUBLICAN,30,0
NA,"IND,NEAR REP",10,0
NA,STRONG REPUBLICAN,NA,NA
NA,NOT STR REPUBLICAN,25,0
NA,"IND,NEAR DEM",NA,NA
NA,STRONG REPUBLICAN,NA,NA
True,NOT STR REPUBLICAN,0,30
NA,NOT STR REPUBLICAN,NA,NA
NA,NOT STR DEMOCRAT,1,0
NA,NOT STR DEMOCRAT,0,0
NA,NOT STR REPUBLICAN,0,15
True,INDEPENDENT,12,0
NA,"IND,NEAR REP",1,0
False,NOT STR REPUBLICAN,2,0
NA,"IND,NEAR DEM",0,0
NA,STRONG REPUBLICAN,NA,NA
NA,INDEPENDENT,6,0
False,STRONG REPUBLICAN,0,0
NA,NOT STR DEMOCRAT,NA,NA
NA,NOT STR DEMOCRAT,NA,NA
NA,STRONG REPUBLICAN,NA,NA
NA,NOT STR REPUBLICAN,0,10
NA,"IND,NEAR DEM",2,0
NA,STRONG REPUBLICAN,NA,NA
NA,NOT STR DEMOCRAT,0,15
NA,NOT STR REPUBLICAN,NA,NA
False,NOT STR REPUBLICAN,5,0
NA,STRONG REPUBLICAN,15,0
NA,INDEPENDENT,15,0
NA,NOT STR REPUBLICAN,NA,NA
NA,"IND,NEAR REP",NA,NA
NA,"IND,NEAR REP",NA,NA
NA,NOT STR REPUBLICAN,1,0
NA,STRONG DEMOCRAT,0,0
NA,INDEPENDENT,0,50
NA,INDEPENDENT,NA,NA
NA,STRONG DEMOCRAT,NA,NA
NA,OTHER PARTY,2,0
NA,NOT STR DEMOCRAT,4,0
NA,"IND,NEAR REP",0,0
False,STRONG REPUBLICAN,NA,NA
NA,INDEPENDENT,1,0
False,"IND,NEAR REP",1,0
NA,STRONG REPUBLICAN,4,0
NA,NOT STR DEMOCRAT,NA,NA
True,OTHER PARTY,16,0
NA,STRONG REPUBLICAN,NA,NA
NA,STRONG DEMOCRAT,1,0
False,STRONG DEMOCRAT,1,0
NA,"IND,NEAR REP",0,0
NA,INDEPENDENT,NA,NA
True,INDEPENDENT,2,0
NA,NOT STR REPUBLICAN,0,30
False,NOT STR DEMOCRAT,2,0
NA,"IND,NEAR DEM",NA,NA
NA,INDEPENDENT,18,0
NA,NOT STR DEMOCRAT,0,0
NA,STRONG DEMOCRAT,NA,NA
NA,NOT STR DEMOCRAT,2,0
NA,INDEPENDENT,NA,NA
NA,NOT STR DEMOCRAT,0,30
NA,NOT STR DEMOCRAT,NA,NA
NA,INDEPENDENT,NA,NA
NA,NOT STR REPUBLICAN,0,45
NA,INDEPENDENT,2,0
False,INDEPENDENT,20,0
NA,NOT STR REPUBLICAN,NA,NA
False,STRONG DEMOCRAT,0,5
NA,INDEPENDENT,0,0
NA,NOT STR REPUBLICAN,NA,NA
NA,STRONG REPUBLICAN,1,0
NA,INDEPENDENT,NA,NA
NA,STRONG REPUBLICAN,2,0
NA,INDEPENDENT,NA,NA
NA,INDEPENDENT,1,0
False,INDEPENDENT,0,30
NA,NOT STR REPUBLICAN,1,0
NA,STRONG DEMOCRAT,NA,NA
NA,NOT STR DEMOCRAT,NA,NA
True,NOT STR REPUBLICAN,3,0
NA,NOT STR REPUBLICAN,NA,NA
NA,STRONG DEMOCRAT,NA,NA
NA,INDEPENDENT,NA,NA
NA,"IND,NEAR REP",NA,NA
NA,OTHER PARTY,1,0
False,INDEPENDENT,0,0
NA,NOT STR REPUBLICAN,NA,NA
False,STRONG REPUBLICAN,1,0
NA,STRONG REPUBLICAN,NA,NA
NA,NOT STR DEMOCRAT,7,0
NA,NOT STR REPUBLICAN,1,0
True,"IND,NEAR REP",2,0
NA,"IND,NEAR REP",3,0
NA,INDEPENDENT,15,0
NA,"IND,NEAR DEM",NA,NA
False,STRONG DEMOCRAT,8,0
NA,INDEPENDENT,NA,NA
NA,INDEPENDENT,1,0
NA,STRONG DEMOCRAT,10,0
NA,NOT STR REPUBLICAN,NA,NA
NA,INDEPENDENT,0,0
NA,INDEPENDENT,NA,NA
False,INDEPENDENT,1,0
NA,STRONG REPUBLICAN,1,0
NA,INDEPENDENT,NA,NA
NA,STRONG REPUBLICAN,1,0
NA,"IND,NEAR REP",12,0
NA,STRONG REPUBLICAN,1,0
True,"IND,NEAR DEM",4,0
NA,OTHER PARTY,NA,NA
NA,NOT STR REPUBLICAN,0,10
NA,"IND,NEAR REP",NA,NA
NA,NOT STR REPUBLICAN,1,0
NA,"IND,NEAR REP",7,0
True,STRONG DEMOCRAT,5,0
NA,"IND,NEAR REP",NA,NA
True,INDEPENDENT,30,0
NA,INDEPENDENT,1,30
NA,STRONG REPUBLICAN,NA,NA
NA,INDEPENDENT,1,0
True,NOT STR REPUBLICAN,0,0
NA,OTHER PARTY,NA,NA
NA,INDEPENDENT,10,0
NA,STRONG REPUBLICAN,NA,NA
True,STRONG REPUBLICAN,NA,NA
NA,NOT STR DEMOCRAT,5,0
NA,NOT STR REPUBLICAN,0,0
NA,NOT STR DEMOCRAT,NA,NA
NA,NOT STR DEMOCRAT,1,0
NA,INDEPENDENT,NA,NA
NA,NOT STR DEMOCRAT,NA,NA
NA,NOT STR DEMOCRAT,NA,NA
NA,NOT STR REPUBLICAN,2,0
NA,"IND,NEAR DEM",0,0
False,NOT STR DEMOCRAT,5,0
NA,NOT STR REPUBLICAN,NA,NA
True,"IND,NEAR REP",2,0
NA,STRONG REPUBLICAN,NA,NA
NA,NOT STR DEMOCRAT,0,0
NA,STRONG DEMOCRAT,NA,NA
NA,NOT STR DEMOCRAT,NA,NA
NA,STRONG DEMOCRAT,NA,NA
NA,NOT STR REPUBLICAN,NA,NA
NA,"IND,NEAR DEM",0,10
False,"IND,NEAR REP",14,0
NA,STRONG REPUBLICAN,NA,NA
NA,NOT STR REPUBLICAN,0,0
NA,"IND,NEAR REP",0,0
NA,STRONG REPUBLICAN,NA,NA
True,NOT STR REPUBLICAN,0,0
True,"IND,NEAR DEM",5,0
NA,NOT STR DEMOCRAT,8,0
NA,"IND,NEAR DEM",5,0
NA,NOT STR REPUBLICAN,2,0
NA,INDEPENDENT,NA,NA
NA,"IND,NEAR DEM",0,0
NA,INDEPENDENT,NA,NA
NA,INDEPENDENT,0,0
True,"IND,NEAR DEM",0,0
NA,NOT STR DEMOCRAT,NA,NA
NA,NOT STR DEMOCRAT,5,0
False,NOT STR REPUBLICAN,10,0
NA,NOT STR DEMOCRAT,NA,NA
NA,NOT STR DEMOCRAT,12,0
NA,INDEPENDENT,2,0
NA,STRONG REPUBLICAN,NA,NA
True,STRONG REPUBLICAN,30,0
NA,STRONG DEMOCRAT,NA,NA
NA,NOT STR DEMOCRAT,NA,NA
NA,NOT STR DEMOCRAT,NA,NA
NA,INDEPENDENT,0,0
NA,STRONG REPUBLICAN,5,0
NA,"IND,NEAR DEM",40,0
False,NOT STR DEMOCRAT,1,0
NA,NOT STR REPUBLICAN,NA,NA
False,INDEPENDENT,1,0
NA,NA,NA,NA
NA,NOT STR DEMOCRAT,NA,NA
NA,NOT STR DEMOCRAT,3,0
True,"IND,NEAR DEM",1,0
NA,INDEPENDENT,NA,NA
NA,"IND,NEAR DEM",20,0
NA,NOT STR DEMOCRAT,7,0
NA,NOT STR DEMOCRAT,NA,NA
NA,STRONG DEMOCRAT,0,0
True,NOT STR DEMOCRAT,5,0
NA,"IND,NEAR DEM",NA,NA
NA,NOT STR DEMOCRAT,NA,NA
NA,"IND,NEAR REP",0,10
True,"IND,NEAR DEM",7,0
NA,INDEPENDENT,NA,NA
NA,NOT STR REPUBLICAN,NA,NA
NA,"IND,NEAR REP",NA,NA
True,NOT STR REPUBLICAN,3,0
NA,INDEPENDENT,NA,NA
NA,NOT STR DEMOCRAT,NA,NA
NA,"IND,NEAR REP",12,0
NA,STRONG DEMOCRAT,0,0
True,INDEPENDENT,0,0
NA,NOT STR REPUBLICAN,NA,NA
True,NOT STR DEMOCRAT,15,0
NA,NOT STR DEMOCRAT,10,0
NA,STRONG REPUBLICAN,NA,NA
NA,STRONG DEMOCRAT,NA,NA
NA,NOT STR DEMOCRAT,1,0
NA,INDEPENDENT,1,0
NA,NOT STR DEMOCRAT,2,0
NA,NOT STR DEMOCRAT,NA,NA
NA,NOT STR DEMOCRAT,NA,NA
True,STRONG DEMOCRAT,0,30
NA,NOT STR REPUBLICAN,NA,NA
NA,"IND,NEAR DEM",NA,NA
NA,NOT STR DEMOCRAT,5,0
False,NOT STR DEMOCRAT,0,0
NA,STRONG REPUBLICAN,NA,NA
NA,NOT STR REPUBLICAN,NA,NA
NA,NOT STR DEMOCRAT,1,0
True,INDEPENDENT,NA,NA
NA,"IND,NEAR REP",NA,NA
NA,NOT STR REPUBLICAN,4,0
NA,STRONG REPUBLICAN,0,0
True,NOT STR REPUBLICAN,0,0
NA,NOT STR REPUBLICAN,0,0
NA,STRONG DEMOCRAT,0,0
NA,INDEPENDENT,NA,NA
NA,"IND,NEAR REP",NA,NA
False,NOT STR DEMOCRAT,NA,NA
False,"IND,NEAR REP",NA,NA
NA,"IND,NEAR REP",8,0
False,"IND,NEAR DEM",4,0
NA,NOT STR REPUBLICAN,0,0
NA,NOT STR REPUBLICAN,0,0
False,"IND,NEAR DEM",0,20
NA,INDEPENDENT,NA,NA
NA,"IND,NEAR REP",NA,NA
NA,STRONG REPUBLICAN,2,0
NA,STRONG DEMOCRAT,1,0
NA,INDEPENDENT,0,0
NA,"IND,NEAR REP",NA,NA
NA,INDEPENDENT,NA,NA
NA,NOT STR REPUBLICAN,NA,NA
NA,"IND,NEAR REP",30,0
NA,NOT STR DEMOCRAT,5,0
NA,"IND,NEAR DEM",NA,NA
NA,NOT STR REPUBLICAN,NA,NA
NA,OTHER PARTY,NA,NA
NA,STRONG DEMOCRAT,0,30
False,"IND,NEAR REP",1,30
NA,STRONG REPUBLICAN,NA,NA
True,NOT STR DEMOCRAT,12,0
NA,STRONG REPUBLICAN,8,0
NA,NOT STR DEMOCRAT,NA,NA
True,"IND,NEAR DEM",0,0
NA,INDEPENDENT,NA,NA
NA,"IND,NEAR DEM",NA,NA
NA,STRONG REPUBLICAN,NA,NA
False,INDEPENDENT,4,0
NA,NOT STR REPUBLICAN,NA,NA
False,INDEPENDENT,0,40
NA,NOT STR REPUBLICAN,NA,NA
True,INDEPENDENT,0,10
NA,NOT STR REPUBLICAN,1,0
NA,STRONG REPUBLICAN,NA,NA
NA,NOT STR DEMOCRAT,NA,NA
NA,STRONG REPUBLICAN,0,30
NA,STRONG REPUBLICAN,NA,NA
NA,OTHER PARTY,1,0
NA,NOT STR REPUBLICAN,1,0
True,INDEPENDENT,NA,NA
NA,NOT STR REPUBLICAN,NA,NA
NA,STRONG DEMOCRAT,NA,NA
NA,"IND,NEAR DEM",4,0
False,INDEPENDENT,NA,NA
NA,"IND,NEAR DEM",NA,NA
NA,"IND,NEAR DEM",NA,NA
NA,"IND,NEAR DEM",NA,NA
NA,NOT STR DEMOCRAT,0,0
False,STRONG DEMOCRAT,0,0
NA,STRONG REPUBLICAN,1,0
NA,STRONG DEMOCRAT,2,30
NA,"IND,NEAR DEM",NA,NA
NA,STRONG REPUBLICAN,40,0
NA,INDEPENDENT,0,0
True,STRONG DEMOCRAT,4,0
NA,"IND,NEAR REP",NA,NA
NA,NOT STR DEMOCRAT,NA,NA
NA,"IND,NEAR REP",NA,NA
NA,NOT STR DEMOCRAT,NA,NA
True,STRONG DEMOCRAT,1,0
NA,"IND,NEAR DEM",NA,NA
NA,NOT STR DEMOCRAT,NA,NA
False,"IND,NEAR DEM",1,0
NA,INDEPENDENT,0,30
NA,"IND,NEAR DEM",2,0
NA,NOT STR DEMOCRAT,NA,NA
NA,NOT STR DEMOCRAT,4,0
True,"IND,NEAR DEM",1,0
NA,NOT STR REPUBLICAN,0,0
NA,"IND,NEAR REP",NA,NA
NA,"IND,NEAR REP",NA,NA
NA,OTHER PARTY,7,0
NA,INDEPENDENT,NA,NA
True,"IND,NEAR DEM",10,0
NA,NOT STR DEMOCRAT,NA,NA
True,"IND,NEAR DEM",20,0
NA,NOT STR DEMOCRAT,8,0
NA,STRONG DEMOCRAT,10,0
NA,INDEPENDENT,NA,NA
NA,INDEPENDENT,NA,NA
True,INDEPENDENT,NA,NA
NA,"IND,NEAR DEM",2,0
NA,NOT STR REPUBLICAN,NA,NA
NA,"IND,NEAR REP",NA,NA
NA,NOT STR REPUBLICAN,5,0
NA,STRONG DEMOCRAT,NA,NA
NA,INDEPENDENT,NA,NA
NA,"IND,NEAR REP",6,0
NA,"IND,NEAR DEM",NA,NA
False,STRONG REPUBLICAN,20,0
NA,"IND,NEAR REP",10,0
NA,NOT STR DEMOCRAT,NA,NA
NA,"IND,NEAR DEM",5,0
NA,NOT STR DEMOCRAT,1,0
NA,INDEPENDENT,12,0
False,"IND,NEAR DEM",4,0
NA,INDEPENDENT,NA,NA
False,"IND,NEAR DEM",1,0
NA,INDEPENDENT,NA,NA
NA,STRONG DEMOCRAT,20,0
NA,OTHER PARTY,2,0
NA,NOT STR REPUBLICAN,0,0
True,NOT STR REPUBLICAN,1,0
NA,INDEPENDENT,NA,NA
